Skill_level,Company_specificity,Year,Poste,Job,Code_job_Apec,Code_naf_INSSE,Experience,Average_salary_ranges,Regions,Offer
maîtriser plm et ses outils est un impératif,intégratrice,2015,pmo plm,développeur plm,6 f Maîtrise d’ouvrage et fonctionnel,Ingénierie – R&D,experimenté,de 34 k€ à 37 k€,Île-de-France,ue    CONSEPT accompagne les grands comptes dans leurs projets. Nous   intervenons en particulier sur les secteurs de l'aéronautique    l'automobile  la navale  l'énergie et le tertiaire.  Après 10   ans de croissance et plus de 100 collaborateurs  nos projets   couvrent maintenant l'ensemble du territoire français.  Dans   le cadre de ce développement  nous recrutons un(e) PMO _______PLM_______. Poste   et missions :   Dans un environnement _______PLM_______ Enovia   CATIA V5…   vous aurez pour mission de  participer au PMO d'un projet de   déploiement _______PLM_______. Vos missions : Gestion financière : consolidation   budget Suivi/pilotage d’activités  ordonnancement des activités   Garant de la méthodologie projet : Suivi des exigences du besoin    spécification à la qualification  en recette… Pilotage des réunions   et ateliers MOA/MOE Profil :  De formation supérieure  vous justifiez   d’une solide expérience en tant que chef de projet. Vous avez   une Culture _______PLM_______. Idéalement  vous maitrisez les environnements   suivants : _______PLM_______ Enovia v6 R2013x  CATIA V5  Cadence (CAO eon).    
connaissance d'outil plm,intégratrice,2016,pmo plm,développeur plm,6 f Maîtrise d’ouvrage et fonctionnel,Activités informatiques,experimenté,de 34 k€ à 37 k€,Île-de-France,dédié   à l'amélioration de l'excellence opérationelle. Notre jeune Cabinet   est en croissance régulière depuis sa création  alliant valeurs   humaines  expertise métier et méthodes éprouvées (Management   SI   _______PLM_______ & ALM  ERP) nous guidons et accompagnons chacun de nos   clients dans la voie d'un changement en profondeur. Notre culture   favorise la collaboration avec nos clients comme nos consultants   afin de garantir des résultats durables dans les délais impartis.   Poste et missions : PMO expérimenté H/F Gestion de projets Organisation   et suivi des points quotidiens Préparation des points hebdomadaires   en lien avec les différents responsables de package Rédaction   de comptes-rendus pour les réunions Préparation des KPIs quotidiens   Responsable package Formation Interface client pour la préparation   des scénarios de formation Production de contenus Coordination   avec l'équipe offshore  Contrôle qualité Profil : Issu(e) d'une   grande Ecole de commerce ou d'Ingénieur  BAC + 5   vous possédez   une premiére expérience confirmée dans un poste équivalent     La langue anglaise est indispensable.
expert plm,utilisatrice,2015,pmo senior  grands projets de transformation,chef projet industrialisation,10 e Process  méthodes,Conseil et gestion des entreprises,experimenté,de 38 k€ à 44 k€,Languedoc-Roussillon-Midi-Pyrénées,cabinet de conseil spécialisé en performance des projets et des   programmes complexes. Il accompagne  en France et à l’international    les directions générales et directions de projets dans la mise   en œuvre d’organisations et de pratiques de management permettant   d’améliorer la performance des projets et de l’ingénierie. Fondé   en 2006 par 3 passionnés de projets industriels qui ont voulu   mettre au service de leurs clients leurs expériences passées    le groupe déploie son expertise sur son cœur de métier qui est   le pilotage de la performance projet à travers 4 marques : -   OP² (conseil et expertise) - PMO (animation opérationnelle de   la performance des projets)  - Next Project (formation à la performance   des projets)  - Ogys (expertise sur les systèmes d’information   en lien avec le management des projets). Nous recrutons pour   notre entité PMO un Consultant PMO senior H/F pour intervenir   sur de grands projets industriels et IT de transformation. PMO   est un cabinet de conseil  diagnostic et management de projets   complexes. Partant d’un besoin d’animation opérationnelle chez   nos clients  nous développons des solutions afin d’accompagner   le projet à l’excellence opérationnelle ainsi qu’à l’expertise   opérationnelle. Nous proposons une gamme de services complète   dédiée à apporter de la valeur ajoutée au quotidien et de façon   pérenne. Poste et missions : Véritable bras droit du Directeur   de projet  vous êtes responsable de la tenue des objectifs délais   de grands programmes d'ingénierie dans le domaine des projets   industriels complexes. Dans le cadre de vos missions  vos responsabilités   principales sont : Assurer l'élaboration et la mise en place   de la planification de projets industriels  Garantir la tenue   des délais et l'application de méthodologies au sein d'équipes   internationales et pluridisciplinaires  Piloter  en accord avec   le chef de projet  la stratégie de tenue des délais  Mettre en   œuvre le reporting nécessaire au bon déroulement du projet  Participer   à la construction du retour d’expérience  Animer un portefeuille   de projets ou un programme sur leur composante planning. Votre   première mission sera en région toulousaine.  Notre siège est   à Paris. Une mobilité géographique est  indispensable  pour des   déplacements en France et à l'étranger (Europe  Amériques  Asie    Afrique  Moyen Orient  Australie...). Profil : - Diplôme de 3ème   cycle (type grande école d'ingénieur ou de commerce) - Expérience   opérationnelle de 8 ans minimum en milieux industriels sur des   projets complexes  en assistance opérationnelle ou chez le client   final - Attirance pour le métier du conseil - Anglais courant   indispensable (langue de travai
connaissance d'outil plm,intégratrice,2016,préparateur technique,chargé données techniques,10 e Process  méthodes,Ingénierie – R&D,toute experience,moins de 33 k€,Centre-Val de Loire,ez les compétences    nous avons les projets ! Consept  Groupe de Conseil en Ingénierie   Industrielle et Informatique (bureaux d’études  méthodes & industrialisation    process  informatique de gestion et industrielle)  accompagne   ses clients dans leurs projets sur les secteurs de l'aéronautique    l'automobile  la navale  l'énergie et le tertiaire.  Après 10   ans de croissance et avec ses 110 collaborateurs  Consept collabore   avec plus de 35 sociétés industrielles et tertiaires en France   et à l’étranger à partir de nos 3 sites français : Nantes  Paris   et Toulouse. En perpétuelle recherche de talents  n’hésitez pas   à nous transmettre votre cv en nous indiquant votre mobilité   et votre disponibilité.Un de nos nouveaux projets nous amène   à recruter un Préparateur Technique Vous aurez en charge : -      Soutien de la production série -    Résolution de problème qualité   -    Rédaction de gamme de réparation -    Réalisation de chiffrage   -    Rédaction et/ou amélioration de fiche d’instructions -      Identification et mise en place d’actions d’amélioration -      Mise à jour de données techniques sur SAP/_______PLM_______ De formation supérieure    vous justifiez d'une expérience de 2 ans minimum sur un poste   similaire. Vous disposez de bonnes connaissances en _______PLM_______ et SAP.   Poste à pourvoir à Saint-Julien de Chedon. CDI  
connaissance d'outil plm,utilisatrice,2016,product line manager,chef projet plm,4 d Projets scientifiques et techniques,Equipements électriques et électroniques,experimenté,45 k€ et plus,Île-de-France,ial des technologies   de sûreté et de sécurité pour les marchés de l’Aérospatial  du   Transport  de la Défense et de la Sécurité . Fort de 62 000 collaborateurs   dans 56 pays   le Groupe bénéficie d’une implantation internationale   qui lui permet d’agir au plus près de ses clients  partout dans   le monde . L’ activité Systèmes terrestres et aériens conçoit   des systèmes  des équipements  des capteurs et des services pour   le contrôle du trafic aérien civil et militaire   la défense   aérienne ainsi que le combat naval et terrestre . Au cœur de   l’Essonne  le site de Limours réunit plus de 900 collaborateurs   travaillant de la conception des solutions à la recette avec   les clients  en passant par la production  des radars de surface   . Ce site a connu ces dernières années de grandes évolutions   et continue à s’adapter aux besoins des clients en termes de   surveillance du ciel et de zones sensibles. QUI ETES-VOUS ? Votre   avez une expérience réussie de 3 ans minimum dans le domaine   d'ingénierie des systèmes complexes? Avez-vous une bonne aptitude   à mettre en valeur les documents technico-marketing ? Votre entourage   vous reconnait des qualités relationnelles ? Elles vous vous   seront indispensables pour bien gérer les relations clients.   Les connaissances radar est un plus. L'anglais est nécessaire   pour la bonne tenue de poste. CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE   : En nous rejoignant vous aurez pour mission le support aux _______PLM_______   de la famille de radars Ground Master (GM400  GM200  GM60) en   assurant une cohérence d’ensemble sur les trois axes: 1) Politique   produit: - Analyse technique de la concurrence et comparatifs   avec nos produits  - Maintenir/enrichir les analyses techniques   des produits concurrents 2) Business Development & Promotion   du produit: Elaboration/enrichissement des supports technico-marketing   produits : - Proposition technique générique  - Présentations   produit  - Support marketing (brochures  videos  …)  - Maintien   référentiel Export Control 3) Support aux Offres : Contribuer   aux réponses techniques y compris matrice de conformité. La perspective   de rejoindre un Groupe innovant vous motive ? Alors rejoignez-nous   en postulant à cette offre . 
maîtriser plm et ses outils est un impératif,intégratrice,2016,product manager,ingénieur commercial plm,1 g Marketing,Activités informatiques,toute experience,de 38 k€ à 44 k€,Auvergne-Rhône-Alpes,fre d’affaires   2015 de 83 M€  qui reste à taille humaine (500 personnes). Son   activité se situe dans le domaine numérique (édition de logiciel   et intégration) en forte progression (+67% vs 2014). Les axes   de croissance sont dans l’édition de logiciel et à l’international   en particulier via des acquisitions. Pour accompagner notre forte   croissance  nous recrutons pour notre Branche édition de logiciel   un :  Product Manager - (H/F) Missions :Assister le Product   Manager Senior sur les offres logicielles dédiées aux bureaux   d'études - vous contribuez aux différentes étapes de création   et de mise sur le marché de celles-ci :  Définition des offres   :- Analyse de marché : Cibles / Segments / Marchés  - Business   Plan / Business Model / Tarification  - Concurrence / Veille   marché (écosystème business  logiciels tiers…)  - Formalisation   de la proposition de valeur et des différenciateurs  Expressions   de besoins :- Documentation des Macro fonctionnalités / liste   des persona  - Roadmap des Offres (lotissement) en lien avec   la R&D  Lancement des offres- Produire les livrables 'Go to   Market' - Exemple : présentation ppt Solution  fiche solution    webinaire  démos  vidéos  etc.  - Assurer la bonne communication   et le suivi du lancement des offres en interne et vers les clients    partenaires et prospects.  De plus  vous aurez une responsabilité   complète d'une partie de la gamme dédiée aux B.E.  Missions Secondaires   :  Participer à des actions d’accompagnement des ingénieurs avant-vente   et des commerciaux.  Participer aux événements Marketing & Communication   (salons  conférences  webinaires  relations avec les analystes ...) en   tant qu’expert produit. Profil : De formation supérieure en école   d’ingénieur ou de commerce  vous avez une première expérience   réussie  idéalement chez un éditeur de logiciels destinés au   secteur de l'Industrie (ex. CAO  _______PLM_______  ERP) ou sur un marché connexe.    Bonnes capacités d'écoute  d'analyse et de synthèse ainsi que   des qualités de management de projet et d’organisation sont nécessaires   pour une pleine réussite dans ce poste. Vous êtes autonome et   avez un véritable sens client. Excellente communication écrite   et orale ainsi qu’une bonne maîtrise de l’anglais sont exigées.
connaissance d'outil plm,éditrice,2016,program manager,chef projet plm,6 d Informatique industrielle,Activités informatiques,experimenté,45 k€ et plus,Île-de-France,»    offre aux entreprises et aux particuliers les univers virtuels   nécessaires à la conception d'innovations durables. Ses solutions   leaders sur le marché transforment pour ses clients  la conception    la fabrication et la maintenance de leurs produits. Les solutions   collaboratives de Dassault Systèmes permettent de promouvoir   l'innovation sociale et offrent de nouvelles possibilités d'améliorer   le monde réel grâce aux univers virtuels. Avec des ventes dans   plus de 140 pays  le Groupe apporte de la valeur à plus de 190   000 entreprises de toutes tailles dans toutes les industries.   Pour plus d'informations : www.3ds.com. CATIA  SOLIDWORKS  SIMULIA    DELMIA  ENOVIA  GEOVIA  EXALEAD  BIOVIA  NETVIBES  3DVIA  3DEXCITE   sont des marques déposées de Dassault Systèmes ou de ses filiales   aux USA et/ou dans d'autres pays. Poste et missions : Envie de   rejoindre une équipe au plus près des clients et de leurs enjeux   ? Motivé(e) à l'idée de les accompagner sur des projets innovants   et à forte valeur ajoutée ? Alors rejoignez notre équipe internationale    au coeur du déploiement des solutions Dassault Systèmes ! Dassault   Systèmes Industry Services est l'organisation qui propose un   large portefeuille de services et apporte une plus-value unique   à ses clients. Vos missions : - Porter le contrat client et garantir   la satisfaction client  les livraisons et le développement de   nouvelles opportunités. - Assurer le pilotage d'un programme/projet   Pour mener à bien ces missions  vous devrez : - Assurer la relation   client au niveau exécutif - Comprendre la stratégie du client   - Participer à la rédaction des offres commerciales - Construire   et animer l'équipe du programme - Effectuer l'analyse financière   - Gérer les risques - Maîtriser la conduite du changement - Reporter   au Groupe sur les indicateurs de performance Profil : Formation   Bac+5 (ingénieur ou filière universitaire) Expérience d'au moins   10 ans en direction de projets informatiques complexes (de plusieurs   millions d'euros)  en contexte industriel idéalement Lifescience/Pharmaceutique.   La connaissance du domaine _______PLM_______ serait un atout. Niveau d'anglais   courant Doté d'un fort leadership  vous êtes reconnu pour votre   esprit fédérateur et vos qualités en termes d'écoute et de communication.   Rigoureux et autonome  vous disposez d'une forte capacité à organiser   et structurer les activités.
connaissance d'outil plm,éditrice,2016,program manager lifescience,chef projet plm,6 d Informatique industrielle,Activités informatiques,experimenté,45 k€ et plus,Île-de-France,»    offre aux entreprises et aux particuliers les univers virtuels   nécessaires à la conception d'innovations durables. Ses solutions   leaders sur le marché transforment pour ses clients  la conception    la fabrication et la maintenance de leurs produits. Les solutions   collaboratives de Dassault Systèmes permettent de promouvoir   l'innovation sociale et offrent de nouvelles possibilités d'améliorer   le monde réel grâce aux univers virtuels. Avec des ventes dans   plus de 140 pays  le Groupe apporte de la valeur à plus de 190   000 entreprises de toutes tailles dans toutes les industries.   Pour plus d'informations : www.3ds.com. CATIA  SOLIDWORKS  SIMULIA    DELMIA  ENOVIA  GEOVIA  EXALEAD  BIOVIA  NETVIBES  3DVIA  3DEXCITE   sont des marques déposées de Dassault Systèmes ou de ses filiales   aux USA et/ou dans d'autres pays. Poste et missions : Dassault   Systèmes Industry Services (1000 personnes dans le monde dont   500 personnes en EMEA) opère en partenariat avec nos clients   pour libérer leur capacité d'innovation grâce à la plate-forme   3DEXPERIENCE. Les experts de notre organisation sont spécialisés   dans le déploiement des solutions Dassault Systèmes  proposant   un riche portefeuille de services qui apportent une valeur ajoutée   unique dans un environnement très sensible au risque. Vos missions   : - Porter le contrat client et garantir la satisfaction client    les livraisons et le développement de nouvelles opportunités.   - Assurer le pilotage de plusieurs projets en parallèle Pour   mener à bien ces missions  vous devrez : - Assurer la relation   client au niveau exécutif - Comprendre la stratégie du client   - Participer à la rédaction des offres commerciales - Construire   et animer l'équipe du programme - Effectuer l'analyse financière   - Gérer les risques - Maîtriser la conduite du changement - Reporter   au Groupe sur les indicateurs de performance Profil : Formation   Bac+5 (ingénieur ou filière universitaire) Expérience d'au moins   10 ans en direction de programmes complexes à gérer (projets   de plusieurs millions d'euros)  en contexte industriel idéalement   Lifescience/Pharmaceutique La connaissance du domaine _______PLM_______ est   un atout pour réussir à ce poste Niveau d'anglais courant Doté   d'un fort leadership  vous êtes reconnu pour votre esprit fédérateur   et vos qualités en termes d'écoute et de communication. Rigoureux   et autonome  vous disposez d'une forte capacité à organiser et   structurer les activités.
maîtriser plm et ses outils est un impératif,intégratrice,2015,program manager plm,consultant plm,6 d Informatique industrielle,Activités informatiques,experimenté,45 k€ et plus,Île-de-France,le   domaine du _______PLM_______ (Product Lifecycle Management) par l'acquisition d'une   expérience de plus de quinze ans dans le conseil  l'intégration et le   maintien en conditions opérationnelles de solutions _______PLM_______. Le centre de   compétences _______PLM_______ de GFI informatique s'est fixé pour mission d'être un   partenaire de référence dans l'amélioration durable de la performance   opérationnelle en ingénierie produit et système de ses clients tout en   mettant l'humain au centre de ses préoccupations.  Poste et missions :   Dans le cadre de son développement  au sein de la branche Conseil  le   Centre de Compétences _______PLM_______ recrute des Program Manager _______PLM_______ pour son   agence de Vélizy. Nos recrutements s'inscrivent dans une stratégie de   long terme et garantissent la pérennité et l'évolution de carrière bien   au-delà des premières missions. En tant que Program Manager _______PLM_______  vous   aurez à gérer des programmes relatifs au déploiement de solutions _______PLM_______   auprès de clients européens. Vous interviendrez sur : - De l'Avant   Vente  vous : o comprenez les besoins / objectifs du client  voire  vous   l'aidez à les comprendre  o promouvez le savoir faire et l'offre _______PLM_______ o   pilotez des offres qui répondent aux besoins du client (avant vente ou   phase de propositions) - Progamme Management  vous : o pilotez des   programmes sur l'ensemble du cycle de vie de nos projets : Conseil    Intégration  Maintenance. Vous serez rattaché à la branche Conseil    Division _______PLM_______  sur la région Ile de France.  Profil : De formation   Ingénieur ou école de commerce  vous maîtrisez le management de   programmes. Vous justifiez d'une expérience significative de 3 ans   minimum dans un poste similaire. Des déplacements sont à prévoir. -   Compétences Personnelles : o Autonome et rigoureux  vous savez   travailler en équipe pluridisciplinaire et justifiez de capacités de   leader en traitant les différents aspects du programme avec un   engagement fort aux résultats  o Vous êtes force de proposition  o Vous   devez maîtriser des relations clients de haut niveau  o Vous devez être   à même de développer la stratégie qui vous permettra d'atteindre les   résultats des programmes sous votre responsabilité ainsi que ceux de   l'entité _______PLM_______  o Vous connaissez un ou plusieurs contextes industriels :   aéronautique  automobile  chimie / pharmacie  transports ou défense. GFI   INFORMATIQUE - Mme Sofia DERRADJI - 18 rue Grange Dame Rose - 78140   Vélizy-Villacoublay - sofia.derradji@gfi.fr
maîtriser plm et ses outils est un impératif,intégratrice,2015,program manager plm,consultant plm,6 d Informatique industrielle,Activités informatiques,experimenté,45 k€ et plus,Île-de-France,domaine du _______PLM_______   (Product Lifecycle Management) bénéficie d'une expérience de plus de   quinze ans dans le conseil  l'intégration et le maintien en conditions   opérationnelles de solutions _______PLM_______. Son centre de compétences _______PLM_______ a pour   mission d'être un partenaire de référence dans l'amélioration durable de   la performance opérationnelle en ingénierie produit et système de ses   clients tout en positionnant l'humain au centre de ses préoccupations.   Cette mission est réalisée par le cabinet PerfHomme  spécialiste du   conseil en recrutement et ressources humaines. POSTE Poste stratégique   au sein de la société  vous serez rattaché(e) à la branche conseil    division _______PLM_______  sur la région Ile de France. En tant que Program Manager   _______PLM_______  vous aurez à gérer des programmes relatifs au déploiement de   solutions _______PLM_______ auprès de clients européens. Vous interviendrez sur : - De   l'Avant-vente: o vous comprenez les besoins et les objectifs du client   et/ou l'aidez à les comprendre  o vous promouvez le savoir-faire et   l'offre _______PLM_______ o vous pilotez des offres qui répondent aux besoins du   client (avant-vente ou phase de propositions). - Programme Management :   o vous pilotez des programmes sur l'ensemble du cycle de vie des projets   : Conseil  Intégration  Maintenance. Ce recrutement s'inscrit dans une   stratégie de développement sur le long terme garantissant pérennité et   évolution de carrière bien au-delà des premières missions. PROFIL De   formation Ingénieur ou école de commerce  vous maîtrisez le management   de programmes. Vous justifiez d'une expérience significative de 3 ans   minimum dans un poste similaire. Des déplacements sont à prévoir.   Compétences Personnelles : o Autonome et rigoureux  vous savez   travailler en équipe pluridisciplinaire et justifiez de capacités de   leader en traitant les différents aspects du programme avec un   engagement fort aux résultats  o Vous êtes force de proposition  o Vous   devez maîtriser des relations clients de haut niveau  o Vous devez être   à même de développer la stratégie qui vous permettra d'atteindre les   résultats des programmes sous votre responsabilité ainsi que ceux de   l'entité _______PLM_______  o Vous connaissez un ou plusieurs contextes industriels :   aéronautique  automobile  chimie / pharmacie  transports ou défense.   PERFHOMME - Mr JEAN CHARLES DE FOUCHIER - 1 rue Claude Danziger - 63100   Clermont-Ferrand France - jcdefouchier@perfhomme.com
connaissance d'outil plm,éditrice,2015,program performance manager / project management assistant,chef projet plm,6 d Informatique industrielle,Activités informatiques,experimenté,de 38 k€ à 44 k€,Languedoc-Roussillon-Midi-Pyrénées,agement Assistant   (PMA) (H/F) CIMPA est un des leaders européens dans le domaine   du Conseil et des Services autour des métiers du _______PLM_______ (gestion   du cycle de vie des produits). L'offre de service _______PLM_______ de CIMPA   s'articule autour de quatre domaines d'intervention : Consulting    Développement / Intégration de solutions  Support et Formation    et couvre l'ensemble du cycle de vie des produits : de la faisabilité   jusqu'à l'utilisation opérationnelle. Pour cela  CIMPA s'appuie   sur son expérience industrielle en combinant des compétences   métier  technologiques et système d'information. Accroître la   productivité et la rentabilité des entreprises  en améliorant   les processus  les cycles de production  la gestion et la traçabilité   des documents  le partage et la qualité des informations  est   la démarche _______PLM_______ que CIMPA propose à ses clients. CIMPA répartit   son activité entre le secteur aérospatial (75%) et les industries   automobile  ferroviaire  de transports  d'équipements  etc. (25%).   Au sein de notre département « Aircraft Program _______PLM_______ Services »   vous serez en charge des missions suivantes pour nos clients   AIRBUS : - Assurer l’application quotidienne des processus et   des procédures (définition du Project Plan  planification des   ressources  gestion des risques  gestion de la documentation…   - Supporter le chef de projet (assurer lesuivi des actions  analyser   des scenarios techniques  recueillir et formaliser les besoins   du client  les analyser  les cascader et affecter le niveau de   priorité  les valider et de contrôler toutes les modifications   d’exigences  cascader les objectifs aux membres de l’équipe et   niveaux inférieurs (fournisseurs) et encourager l’adhésion  définir   et organiser la clôture des différentes phases du projet et d’assurer   le transfert des résultats du projet  le statut et les actions   qui en découlent  - Suivre l’activité  jalons  interdépendances   et chemins critiques  l'avancement des travaux  bilans des actions...     De formation initiale BAC+5 (université  école de commerce)    vous avez 3 ans minimum d’expérience dans la gestion de projet   . Une bonne connaissance d’MS Office (Excel  Word  Powerpoint)   et du contrôle de gestion sont requises. Votre bon sens relationnel    votre sens de la communication  votre proactivité  pugnacité   et votre aptitude à travailler dans un contexte de travail multiculturel   sont indispensables pour réussir dans ces missions. Anglais courant   exigé  allemand ou espagnol souhaité Si vous êtes passionné(e)   par les nouvelles technologies et si vous souhaitez évoluer dans   un environnement innovant au sein d’une entité en pleine expansion 
connaissance d'outil plm,utilisatrice,2016,programmeur usinage,chef projet industrialisation,10 e Process  méthodes,Chimie – Caoutchouc – Plastique,experimenté,moins de 33 k€,Pays de la Loire,roduction de   pièces composite dédiées au secteur aéronautique  vous êtes le   garant de la programmation et de la validité des parcours d’usinage   allant jusqu’à la mise au point de l'usinage des pièces (détourage    perçage…) lors de l’industrialisation de ces dernières ainsi   que de la documentation technique associé. Vous serez amené à   faire de la conception et du suivi d’outillages A ce titre  vous   êtes : 1) le référent technique de vos pièces (récolte des besoins    proposition de solutions techniques répondant à ces besoins    programmation sur CATIA V5  support de production  analyse des   rapports de contrôle 3D des pièces pour détermination des reprises   possible  prise de décision…) 2°) le garant des dossiers industriels   (_______PLM_______ / SAP)  gestion des évolutions (MOD)  3°) en relation avec   la production sur des problèmes techniques (analyse de cause    mise en place d’outils de résolution de problème  animation de   projet  recherche de solution…) 4°) en interface avec les services   supports (prod / qualité / logistique / achats / appro) 5°) une   ressource aux réunions (SR1   Com rebut  réunion produits) 6°)   force de proposition sur la gestion des améliorations (chiffrage    validation sur produit  gestion de planning d’implémentation    échange avec les fournisseurs…) 7°) en interface avec les clients   internes pour la rédaction de cahiers des charges outillages    consulter et suivre les fournisseurs pour la validation conforme   et dans les délais des outillages neufs ou en modifications Description   du profil : De formation technique  Bac+2/3 (type IPM  I2P…)   vous avez une première expérience (minimum 3 ans) en programmation   5 axes sur Catia V5 (Module AMG)  ainsi qu’une expérience en   outillages qui a confirmé votre intérêt et votre expertise sur   de l’usinage de pièces et la conception d’outillages. Vous maîtrisez   la programmation 3 et 5 axes sur Catia V5 ainsi que la conception   sur Catia V5. Vous maîtrisez la lecture de plans et les nomenclatures.   Vous êtes à l’aise avec les matériaux  les produits et les normes.   Une connaissance des langages CN sur SIEMENS et FANUC serait   un plus. Vous maîtrisez le pack office. Méthodique  précis et   rigoureux  autant d’atouts qui vous permettrons de réussir à   ce poste. Le poste est basé à Saint-Aignan de Grand Lieu  proche   de Nantes (44). Poste en 2X8 CDD 18 mois Description de l'entreprise   : DAHER est un équipementier qui développe des Systèmes Industriels   Intégrés pour l’aéronautique et les technologies avancées. En   associant ses savoir-faire Industriels et Services  DAHER affirme   son leadership sur cinq domaines d’activités : constructeur d’avions    aérostructures & systèmes  logist
connaissance d'outil plm,intégratrice,2016,project manager,chef projet industrialisation,6 e Informatique web  sites et portails Internet,Services divers aux entreprises,experimenté,45 k€ et plus,Île-de-France,clients à optimiser leur système d'information au travers du   déploiement de nos solutions _______PLM_______. Nous recherchons un Chef de   Projet (H/F) expérimenté sur le pilotage de projets à forte valeur   ajoutée. Pour mener à bien ces missions  vous serez en charge   de la définition du cahier des charges  de l'intégration et la   livraison de l'ensemble des solutions (développement  conseil    bonnes pratiques ..)  l'encadrement et le pilotage de l'équipe   projet  de l'interface avec le client et la coordination avec   les autres organisations du Groupe   la gestion du budget et   de la marge ainsi que la préparation du forecast business  l'identification   et le partage des opportunités business détectées au cours du   projet  assusrer la satisfaction client.  Profil : Diplôme   Bac+5  Ingénieur ou filière universitaire  avec une expérience   minimum de 5 ans en gestion de projets techniques _______PLM_______ et/ou ERP   (suivi  avancement livrable  coûts  etc...). Très bonne connaissance   des secteurs industriels. Doté d'un bon leadership  vous êtes   force de proposition et avez le goût des challenges. Vous parlez   l'anglais couramment. Des déplacements sont à prévoir.
maîtriser plm et ses outils est un impératif,utilisatrice,2015,project manager officer pmo,ingénieur amélioration continue,10 f Qualité,Activités informatiques,toute experience,de 34 k€ à 37 k€,Languedoc-Roussillon-Midi-Pyrénées,Andrade (ex-délégué   régional de la convention collective Syntec Numérique et créateur   de plusieurs entreprises dans les TIC)  U-need est un cabinet   de conseil et d’ingénierie spécialisé sur deux types d’activités :   Consulting organisationnel (gestion de projet  _______PLM_______  PMO  assurance   qualité  amélioration continue  méthodes  process  lean). Expertise   technologique (mobilité  technologies embarquées  électronique    développement web et logiciel  réseaux et télécoms  sécurité   informatique…) U-need intervient majoritairement sur des prestations   haut de gamme  et dans les grandes entreprises. U-need est reconnue   sur le marché en tant que PME dynamique. Sa croissance est régulière   et son développement s’accélère nationalement.   Le poste à pourvoir   Contexte et Environnement  : Nous recherchons des ingénieurs   en gestion de projet connaissant l’environnement aéronautique   et les méthodologies associées (GPP  Kpi  Business case…). Activités    : Améliorer/créer  des processus  mettre en place des méthodes   et outils  prendre en charge le pilotage  le suivi  la coordination    la planification et la gestion des budgets du projet (environnement   _______PLM_______)  participer aux plans de gestion des risques  présenter   les procès-verbaux des différentes réunions organisées tout au   long de la mission  assurer la présence  des livrables pour les   jalons  mettre en place des indicateurs pertinents pour obtenir   les résultats attendus  organiser des ateliers (si nécessaire)    animer des réunions …   Le profil requis Formation : Vous êtes   diplômé(e) d’une école d’ingénieur ou d’une formation universitaire   équivalente Outils et Compétences  : Microsoft Office  MS Project    Gestion de projet  Gestion d’équipe  Communication  Coordination…   Langues : La maitrise de l’anglais est nécessaire tant à l’oral   qu’à l’écrit. Qualités  : Esprit d'équipe  Adaptabilité  Aisance   relationnelle. 
expert plm,intégratrice,2015,project manager plm,chef projet plm,6 d Informatique industrielle,Ingénierie – R&D,experimenté,45 k€ et plus,Languedoc-Roussillon-Midi-Pyrénées,ouveau projet   _______PLM_______ dans un domaine pharmaceutique  vous interviendrez dans le   cadre de la gestion d’un portefeuille de produits et de conceptions.   Vous serez e n charge de l’interface avec toutes les parties   prenantes du projet et vous mènerez les missions suivantes :     Piloter les équipes transverses sur le projet et les actions   associées Planifier les étapes et les tâches du projet (planning   et ressources) Sécuriser les jalons du projet Donner une vision   globale sur l’avancée du projet Veiller à la bonne transmission   de toutes les informations Gérer les risques du projet et apporter   des solutions pour les minimiser Coordonner les différents acteurs   (intégratrices  développeurs  équipes SI  marketing et entités   opérationnelles). Mettre en place des sessions de formations    de communications et être porteur du projet en interne Accompagner   la conduite du changement pour ce processus de management Reporter   à la Direction Générale   Profil : D'une formation d’ingénieur   de préférence   vous justifiez d’une expérience en gestion de   projet de minimum 8 ans   avec une dimension affirmée en tant   que gestionnaire de projet _______PLM_______ . Vous avez pu intervenir en tant   que chef de projet expérimenté dans les domaines IT  en secteur   industriel et/ou tertiaire. Vous parlez couramment anglais  pour   gérer ce projet d’envergure internationale et vous maitrisez   le logiciel Primavera / Planisware P5 .   Votre leadership et   votre charisme vous permettent de piloter des équipes et d’animer   des sessions d’informations. Vous êtes reconnu pour votre grande   capacité d'écoute et d'analyse des besoins et des difficultés   du client. De plus  de par votre expérience  vous bénéficiez   d’une grande force de proposition pour les améliorations et recommandations   à apporter . Vous maîtrisez la gestion de projets SI dans un   contexte international et transverse et vous êtes reconnu pour   vos compétences en management et votre maîtrise fonctionnelle   des projets _______PLM_______ . Le poste est basé en région Toulousaine puis   des déplacements ponctuels sont à prévoir par la suite.         MI-GSO    leader Européen du Conseil et Ingénierie   en Management de Projet   et  Pcubed   une société leader en   Gestion de Portefeuille de Projets et Management de Projet  associent   leurs forces pour former un groupe : - De plus de 1000 Consultants    -  Présent en Europe  Amérique du Nord  Asie et Australie  -   Ayant une fine connaissance des  secteurs industriels  Aéronautique    Automobile  Ferroviaire  Défense  Energie  Services financiers    Télécoms  Média & Technologies et Secteur public. Nous accompagnons   nos clients dans l e pilotage de leurs grand
